cohort_count,person_years,gender,age_group,calendar_year,incidence_rate,cohort_id,database_id
0,560.9500342231348,,50-59,2016,0,17492,Eunomia
0,572.520191649555,,50-59,2017,0,17492,Eunomia
0,507.79192334017796,,50-59,2018,0,17492,Eunomia
0,83.74811772758386,,50-59,2019,0,17492,Eunomia
0,-5,,60-69,1968,0,17492,Eunomia
0,17.987679671457904,,60-69,1969,0,17492,Eunomia
0,22.98425735797399,,60-69,1970,0,17492,Eunomia
0,33.902806297056806,,60-69,1971,0,17492,Eunomia
0,42.08624229979466,,60-69,1972,0,17492,Eunomia
0,47.96714579055441,,60-69,1973,0,17492,Eunomia
0,53.96303901437371,,60-69,1974,0,17492,Eunomia
0,53.96303901437371,,60-69,1975,0,17492,Eunomia
0,61.12525667351129,,60-69,1976,0,17492,Eunomia
0,61.95756331279945,,60-69,1977,0,17492,Eunomia
0,65.95482546201232,,60-69,1978,0,17492,Eunomia
0,58.959616700889804,,60-69,1979,0,17492,Eunomia
0,67.13757700205338,,60-69,1980,0,17492,Eunomia
0,59.958932238193015,,60-69,1981,0,17492,Eunomia
0,63.0362765229295,,60-69,1982,0,17492,Eunomia
0,62.95687885010267,,60-69,1983,0,17492,Eunomia
0,63.129363449691994,,60-69,1984,0,17492,Eunomia
0,65.95482546201232,,60-69,1985,0,17492,Eunomia
0,65.95482546201231,,60-69,1986,0,17492,Eunomia
0,69.82340862422998,,60-69,1987,0,17492,Eunomia
0,65.46201232032854,,60-69,1988,0,17492,Eunomia
0,57.960301163586585,,60-69,1989,0,17492,Eunomia
0,53.96303901437372,,60-69,1990,0,17492,Eunomia
0,53.96303901437372,,60-69,1991,0,17492,Eunomia
0,45.092402464065714,,60-69,1992,0,17492,Eunomia
0,41.634496919917865,,60-69,1993,0,17492,Eunomia
0,46.967830253251194,,60-69,1994,0,17492,Eunomia
0,66.95414099931554,,60-69,1995,0,17492,Eunomia
0,74.9158110882957,,60-69,1996,0,17492,Eunomia
0,83.94250513347023,,60-69,1997,0,17492,Eunomia
0,104.92813141683777,,60-69,1998,0,17492,Eunomia
0,120.91718001368926,,60-69,1999,0,17492,Eunomia
0,137.83709787816565,,60-69,2000,0,17492,Eunomia
0,146.89938398357287,,60-69,2001,0,17492,Eunomia
0,163.8877481177276,,60-69,2002,0,17492,Eunomia
0,184.10403832991102,,60-69,2003,0,17492,Eunomia
0,198.4065708418891,,60-69,2004,0,17492,Eunomia
0,201.86173853524983,,60-69,2005,0,17492,Eunomia
0,219.84941820670772,,60-69,2006,0,17492,Eunomia
0,239.9315537303217,,60-69,2007,0,17492,Eunomia
0,241.53867214236823,,60-69,2008,0,17492,Eunomia
0,253.70020533880904,,60-69,2009,0,17492,Eunomia
0,273.88090349075975,,60-69,2010,0,17492,Eunomia
0,307.55099247091033,,60-69,2011,0,17492,Eunomia
0,326.06433949349764,,60-69,2012,0,17492,Eunomia
0,332.312114989733,,60-69,2013,0,17492,Eunomia
0,357.1307323750856,,60-69,2014,0,17492,Eunomia
0,389.7330595482546,,60-69,2015,0,17492,Eunomia
0,408.91991786447636,,60-69,2016,0,17492,Eunomia
0,409.66735112936345,,60-69,2017,0,17492,Eunomia
0,397.3442847364819,,60-69,2018,0,17492,Eunomia
0,67.88227241615331,,60-69,2019,0,17492,Eunomia
0,-5,,70-79,1978,0,17492,Eunomia
0,17.987679671457904,,70-79,1979,0,17492,Eunomia
0,23.04722792607803,,70-79,1980,0,17492,Eunomia
0,32.977412731006154,,70-79,1981,0,17492,Eunomia
0,41.97125256673512,,70-79,1982,0,17492,Eunomia
0,47.96714579055441,,70-79,1983,0,17492,Eunomia
0,54.110882956878854,,70-79,1984,0,17492,Eunomia
0,53.96303901437371,,70-79,1985,0,17492,Eunomia
0,60.95824777549624,,70-79,1986,0,17492,Eunomia
0,61.84531143052703,,70-79,1987,0,17492,Eunomia
0,65.13347022587268,,70-79,1988,0,17492,Eunomia
0,58.959616700889804,,70-79,1989,0,17492,Eunomia
0,65.5359342915811,,70-79,1990,0,17492,Eunomia
0,57.96030116358658,,70-79,1991,0,17492,Eunomia
0,61.12525667351129,,70-79,1992,0,17492,Eunomia
0,60.95824777549623,,70-79,1993,0,17492,Eunomia
0,59.13210130047912,,70-79,1994,0,17492,Eunomia
0,61.95756331279945,,70-79,1995,0,17492,Eunomia
0,62.12731006160164,,70-79,1996,0,17492,Eunomia
0,63.1895961670089,,70-79,1997,0,17492,Eunomia
0,59.34291581108829,,70-79,1998,0,17492,Eunomia
0,51.61670088980151,,70-79,1999,0,17492,Eunomia
0,47.096509240246405,,70-79,2000,0,17492,Eunomia
0,46.64476386036961,,70-79,2001,0,17492,Eunomia
0,38.97330595482546,,70-79,2002,0,17492,Eunomia
0,36.97467488021903,,70-79,2003,0,17492,Eunomia
0,45.092402464065714,,70-79,2004,0,17492,Eunomia
0,62.95687885010267,,70-79,2005,0,17492,Eunomia
0,69.83436002737851,,70-79,2006,0,17492,Eunomia
0,79.94524298425736,,70-79,2007,0,17492,Eunomia
0,99.91238877481177,,70-79,2008,0,17492,Eunomia
0,114.14647501711157,,70-79,2009,0,17492,Eunomia
0,131.67693360711843,,70-79,2010,0,17492,Eunomia
0,139.90417522245036,,70-79,2011,0,17492,Eunomia
0,155.64407939767284,,70-79,2012,0,17492,Eunomia
0,172.68446269678302,,70-79,2013,0,17492,Eunomia
0,182.4394250513347,,70-79,2014,0,17492,Eunomia
0,183.63039014373717,,70-79,2015,0,17492,Eunomia
0,203.41683778234085,,70-79,2016,0,17492,Eunomia
0,221.50034223134838,,70-79,2017,0,17492,Eunomia
0,202.80082135523614,,70-79,2018,0,17492,Eunomia
0,40.120465434633815,,70-79,2019,0,17492,Eunomia
0,-5,,80-89,1988,0,17492,Eunomia
0,16.988364134154686,,80-89,1989,0,17492,Eunomia
0,21.984941820670773,,80-89,1990,0,17492,Eunomia
0,31.756331279945243,,80-89,1991,0,17492,Eunomia
0,39.10746064339494,,80-89,1992,0,17492,Eunomia
0,43.11841204654346,,80-89,1993,0,17492,Eunomia
0,47.40588637919233,,80-89,1994,0,17492,Eunomia
0,45.93018480492813,,80-89,1995,0,17492,Eunomia
0,50.450376454483234,,80-89,1996,0,17492,Eunomia
0,49.96577686516085,,80-89,1997,0,17492,Eunomia
0,51.564681724846,,80-89,1998,0,17492,Eunomia
0,48.91991786447639,,80-89,1999,0,17492,Eunomia
0,54.84462696783025,,80-89,2000,0,17492,Eunomia
0,49.91375770020534,,80-89,2001,0,17492,Eunomia
0,49.06502395619439,,80-89,2002,0,17492,Eunomia
0,46.521560574948666,,80-89,2003,0,17492,Eunomia
0,43.08829568788501,,80-89,2004,0,17492,Eunomia
0,45.760438056125935,,80-89,2005,0,17492,Eunomia
0,46.464065708418886,,80-89,2006,0,17492,Eunomia
0,44.67898699520876,,80-89,2007,0,17492,Eunomia
0,43.318275154004105,,80-89,2008,0,17492,Eunomia
0,42.313483915126625,,80-89,2009,0,17492,Eunomia
0,38.52429842573579,,80-89,2010,0,17492,Eunomia
0,37.62354551676934,,80-89,2011,0,17492,Eunomia
0,33.869952087611225,,80-89,2012,0,17492,Eunomia
0,29.52772073921971,,80-89,2013,0,17492,Eunomia
0,35.79739904175223,,80-89,2014,0,17492,Eunomia
0,50.7378507871321,,80-89,2015,0,17492,Eunomia
0,57.13073237508556,,80-89,2016,0,17492,Eunomia
0,65.83162217659137,,80-89,2017,0,17492,Eunomia
0,70.34360027378509,,80-89,2018,0,17492,Eunomia
0,12.459958932238193,,80-89,2019,0,17492,Eunomia
0,-5,,90-99,1998,0,17492,Eunomia
0,10.992470910335387,,90-99,1999,0,17492,Eunomia
0,13.478439425051334,,90-99,2000,0,17492,Eunomia
0,18.269678302532512,,90-99,2001,0,17492,Eunomia
0,22.65571526351814,,90-99,2002,0,17492,Eunomia
0,27.980835044490075,,90-99,2003,0,17492,Eunomia
0,34.06981519507187,,90-99,2004,0,17492,Eunomia
0,33.97672826830938,,90-99,2005,0,17492,Eunomia
0,38.42026009582477,,90-99,2006,0,17492,Eunomia
0,36.97467488021903,,90-99,2007,0,17492,Eunomia
0,38.078028747433265,,90-99,2008,0,17492,Eunomia
0,32.97741273100616,,90-99,2009,0,17492,Eunomia
0,36.8021902806297,,90-99,2010,0,17492,Eunomia
0,34.97604380561259,,90-99,2011,0,17492,Eunomia
0,35.071868583162214,,90-99,2012,0,17492,Eunomia
0,33.97672826830938,,90-99,2013,0,17492,Eunomia
0,31.597535934291578,,90-99,2014,0,17492,Eunomia
0,32.97741273100616,,90-99,2015,0,17492,Eunomia
0,32.06570841889117,,90-99,2016,0,17492,Eunomia
0,32.99110198494182,,90-99,2017,0,17492,Eunomia
0,29.686516084873375,,90-99,2018,0,17492,Eunomia
0,5.508555783709788,,90-99,2019,0,17492,Eunomia
0,-5,Female,,1908,0,17492,Eunomia
0,10.76249144421629,Female,,1909,0,17492,Eunomia
0,21.426420260095824,Female,,1910,0,17492,Eunomia
0,28.125941136208077,Female,,1911,0,17492,Eunomia
0,34.562628336755644,Female,,1912,0,17492,Eunomia
0,39.474332648870636,Female,,1913,0,17492,Eunomia
0,41.412731006160165,Female,,1914,0,17492,Eunomia
0,44.969199178644764,Female,,1915,0,17492,Eunomia
0,48.054757015742645,Female,,1916,0,17492,Eunomia
0,52.8870636550308,Female,,1917,0,17492,Eunomia
0,52.9637234770705,Female,,1918,0,17492,Eunomia
0,53.43463381245722,Female,,1919,0,17492,Eunomia
0,66.7378507871321,Female,,1920,0,17492,Eunomia
0,74.32169746748802,Female,,1921,0,17492,Eunomia
0,79.93702943189597,Female,,1922,0,17492,Eunomia
0,84.86789869952088,Female,,1923,0,17492,Eunomia
0,89.05133470225873,Female,,1924,0,17492,Eunomia
0,89.93839835728953,Female,,1925,0,17492,Eunomia
0,91.83846680355921,Female,,1926,0,17492,Eunomia
0,97.31964407939768,Female,,1927,0,17492,Eunomia
0,101.00479123887749,Female,,1928,0,17492,Eunomia
0,103.48802190280628,Female,,1929,0,17492,Eunomia
0,106.64202600958248,Female,,1930,0,17492,Eunomia
0,112.53114305270364,Female,,1931,0,17492,Eunomia
0,114.4476386036961,Female,,1932,0,17492,Eunomia
0,117.65092402464066,Female,,1933,0,17492,Eunomia
0,121.09787816563997,Female,,1934,0,17492,Eunomia
0,131.04996577686518,Female,,1935,0,17492,Eunomia
0,146.4065708418891,Female,,1936,0,17492,Eunomia
0,156.45995893223818,Female,,1937,0,17492,Eunomia
0,164.8459958932238,Female,,1938,0,17492,Eunomia
0,180.580424366872,Female,,1939,0,17492,Eunomia
0,194.00958247775498,Female,,1940,0,17492,Eunomia
0,202.26967830253253,Female,,1941,0,17492,Eunomia
0,211.26899383983573,Female,,1942,0,17492,Eunomia
0,221.44558521560577,Female,,1943,0,17492,Eunomia
-5,239.46611909650926,Female,,1944,-20.879780483622017,17492,Eunomia
-5,257.5934291581109,Female,,1945,-19.410433008098973,17492,Eunomia
0,277.9110198494182,Female,,1946,0,17492,Eunomia
-5,293.02121834360025,Female,,1947,-17.06361071141592,17492,Eunomia
-5,308.580424366872,Female,,1948,-16.20323133023982,17492,Eunomia
-5,321.43737166324433,Female,,1949,-15.555129679315192,17492,Eunomia
-5,335.378507871321,Female,,1950,-14.9085283721234,17492,Eunomia
0,364.7802874743326,Female,,1951,0,17492,Eunomia
0,392.59411362080766,Female,,1952,0,17492,Eunomia
-5,420.7693360711841,Female,,1953,-11.882995198001119,17492,Eunomia
0,449.43463381245715,Female,,1954,0,17492,Eunomia
-5,485.9055441478439,Female,,1955,-10.29006575499924,17492,Eunomia
-5,518.8528405201916,Female,,1956,-9.636643783210474,17492,Eunomia
0,541.6098562628337,Female,,1957,0,17492,Eunomia
-5,565.3990417522245,Female,,1958,-8.843311768807624,17492,Eunomia
-5,595.192334017796,Female,,1959,-8.400645831991683,17492,Eunomia
-5,640.6598220396988,Female,,1960,-7.804453827120397,17492,Eunomia
-5,676.021902806297,Female,,1961,-7.396210062490635,17492,Eunomia
0,706.072553045859,Female,,1962,0,17492,Eunomia
-5,741.9438740588638,Female,,1963,-6.739054226092732,17492,Eunomia
-5,784.6433949349761,Female,,1964,-6.372321531380957,17492,Eunomia
-5,813.3607118412046,Female,,1965,-6.147334051433957,17492,Eunomia
-5,848.8952772073923,Female,,1966,-5.890008030729635,17492,Eunomia
0,888.1806981519508,Female,,1967,0,17492,Eunomia
-5,919.3210130047911,Female,,1968,-5.438796600175114,17492,Eunomia
-5,951.460643394935,Female,,1969,-5.255078110387574,17492,Eunomia
-5,980.8733744010951,Female,,1970,-5.097497934484068,17492,Eunomia
0,1019.542778918549,Female,,1971,0,17492,Eunomia
-5,1069.9329226557152,Female,,1972,-4.673190154378405,17492,Eunomia
0,1103.9425051334704,Female,,1973,0,17492,Eunomia
-5,1133.5605749486651,Female,,1974,-4.410880292150626,17492,Eunomia
-5,1161.4757015742641,Female,,1975,-4.304868361191716,17492,Eunomia
-5,1185.719370294319,Female,,1976,-4.2168493871858574,17492,Eunomia
-5,1206.855578370979,Female,,1977,-4.142997794938339,17492,Eunomia
-5,1236.5995893223817,Female,,1978,-4.043345997502591,17492,Eunomia
0,1257.9822039698836,Female,,1979,0,17492,Eunomia
-5,1277.7111567419577,Female,,1980,-3.913247507949704,17492,Eunomia
-5,1293.6728268309378,Female,,1981,-3.864964847602399,17492,Eunomia
-5,1303.9507186858318,Female,,1982,-3.8345007432789937,17492,Eunomia
0,1309.4154688569474,Female,,1983,0,17492,Eunomia
-5,1315.7809719370293,Female,,1984,-3.8000245532045054,17492,Eunomia
-5,1312.3750855578373,Female,,1985,-3.809886407493558,17492,Eunomia
-5,1310.6639288158794,Female,,1986,-3.8148604612299466,17492,Eunomia
7,1305.738535249829,Female,,1987,5.3609507654307516,17492,Eunomia
-5,1303.071868583162,Female,,1988,-3.8370869025332657,17492,Eunomia
-5,1295.4880219028064,Female,,1989,-3.8595493863818398,17492,Eunomia
-5,1291.1813826146474,Female,,1990,-3.8724226257622925,17492,Eunomia
-5,1289.3032169746748,Female,,1991,-3.8780636968644226,17492,Eunomia
7,1285.9192334017796,Female,,1992,5.443576717864428,17492,Eunomia
-5,1275.353867214237,Female,,1993,-3.920480525864974,17492,Eunomia
-5,1270.1957563312799,Female,,1994,-3.936401121699189,17492,Eunomia
5,1263.5783709787818,Female,,1995,3.9570161335754306,17492,Eunomia
6,1260.0273785078714,Female,,1996,4.76180129284589,17492,Eunomia
7,1248.4599589322384,Female,,1997,5.606907894736842,17492,Eunomia
7,1240.0246406570843,Female,,1998,5.6450491147423705,17492,Eunomia
6,1230.5133470225874,Female,,1999,4.876013750292026,17492,Eunomia
10,1223.9014373716634,Female,,2000,8.170592577679349,17492,Eunomia
9,1206.006844626968,Female,,2001,7.462644213088033,17492,Eunomia
6,1190.4093086926762,Female,,2002,5.040283166627185,17492,Eunomia
8,1180.4982888432583,Female,,2003,6.776799319073141,17492,Eunomia
-5,1176.9637234770707,Female,,2004,-4.248219295348068,17492,Eunomia
5,1167.5947980835044,Female,,2005,4.28230753357845,17492,Eunomia
6,1159.876796714579,Female,,2006,5.172963212123358,17492,Eunomia
5,1148.4763860369608,Female,,2007,4.353594084118233,17492,Eunomia
9,1143.3620807665982,Female,,2008,7.8715221987821264,17492,Eunomia
6,1131.2635181382616,Female,,2009,5.30380402425979,17492,Eunomia
11,1119.4934976043805,Female,,2010,9.825872167671408,17492,Eunomia
-5,1108.7501711156742,Female,,2011,-4.509582167612002,17492,Eunomia
5,1106.8199863107461,Female,,2012,4.517446433783697,17492,Eunomia
6,1094.8309377138946,Female,,2013,5.480298184237046,17492,Eunomia
6,1085.6427104722793,Female,,2014,5.526680133457409,17492,Eunomia
-5,1079.504449007529,Female,,2015,-4.631754880303534,17492,Eunomia
5,1071.4031485284052,Female,,2016,4.666777400148213,17492,Eunomia
8,1036.5119780971938,Female,,2017,7.718193488401577,17492,Eunomia
5,844.3997262149213,Female,,2018,5.921366202252146,17492,Eunomia
-5,138.798083504449,Female,,2019,-36.023552154016095,17492,Eunomia
0,-5,Male,,1909,0,17492,Eunomia
0,-5,Male,,1910,0,17492,Eunomia
0,6.551676933607118,Male,,1911,0,17492,Eunomia
0,10.940451745379876,Male,,1912,0,17492,Eunomia
0,14.962354551676933,Male,,1913,0,17492,Eunomia
0,20.73100616016427,Male,,1914,0,17492,Eunomia
0,23.983572895277206,Male,,1915,0,17492,Eunomia
0,26.12457221081451,Male,,1916,0,17492,Eunomia
0,27.43600273785079,Male,,1917,0,17492,Eunomia
0,32.43805612594114,Male,,1918,0,17492,Eunomia
0,36.70910335386722,Male,,1919,0,17492,Eunomia
0,41.08418891170431,Male,,1920,0,17492,Eunomia
0,41.67830253251198,Male,,1921,0,17492,Eunomia
0,51.66598220396988,Male,,1922,0,17492,Eunomia
0,55.95345653661875,Male,,1923,0,17492,Eunomia
0,58.93497604380562,Male,,1924,0,17492,Eunomia
0,65.40999315537303,Male,,1925,0,17492,Eunomia
0,67.1895961670089,Male,,1926,0,17492,Eunomia
0,70.40930869267625,Male,,1927,0,17492,Eunomia
0,71.14579055441479,Male,,1928,0,17492,Eunomia
0,71.38124572210815,Male,,1929,0,17492,Eunomia
0,76.39972621492129,Male,,1930,0,17492,Eunomia
0,79.69062286105407,Male,,1931,0,17492,Eunomia
0,80.29568788501027,Male,,1932,0,17492,Eunomia
0,84.34496919917865,Male,,1933,0,17492,Eunomia
0,85.70294318959617,Male,,1934,0,17492,Eunomia
0,95.98904859685146,Male,,1935,0,17492,Eunomia
0,107.17590691307325,Male,,1936,0,17492,Eunomia
0,119.69062286105407,Male,,1937,0,17492,Eunomia
0,131.30732375085557,Male,,1938,0,17492,Eunomia
0,142.57905544147843,Male,,1939,0,17492,Eunomia
0,158.16837782340863,Male,,1940,0,17492,Eunomia
0,171.1129363449692,Male,,1941,0,17492,Eunomia
0,183.26899383983573,Male,,1942,0,17492,Eunomia
0,197.76317590691306,Male,,1943,0,17492,Eunomia
-5,213.93839835728954,Male,,1944,-23.371213575459745,17492,Eunomia
0,227.9425051334702,Male,,1945,0,17492,Eunomia
0,247.48528405201915,Male,,1946,0,17492,Eunomia
-5,268.0903490759753,Male,,1947,-18.65042892156863,17492,Eunomia
0,285.5934291581109,Male,,1948,0,17492,Eunomia
0,305.9739904175222,Male,,1949,0,17492,Eunomia
-5,332.1587953456537,Male,,1950,-15.05304110582669,17492,Eunomia
0,367.38124572210813,Male,,1951,0,17492,Eunomia
0,401.39630390143736,Male,,1952,0,17492,Eunomia
0,417.86721423682405,Male,,1953,0,17492,Eunomia
0,439.61122518822725,Male,,1954,0,17492,Eunomia
-5,464.44353182751536,Male,,1955,-10.765571393201995,17492,Eunomia
0,499.77549623545514,Male,,1956,0,17492,Eunomia
-5,528.5475701574264,Male,,1957,-9.459886455462776,17492,Eunomia
-5,555.3155373032171,Male,,1958,-9.003889976285441,17492,Eunomia
0,594.1136208076659,Male,,1959,0,17492,Eunomia
0,632.8186173853526,Male,,1960,0,17492,Eunomia
0,669.45106091718,Male,,1961,0,17492,Eunomia
-5,704.766598220397,Male,,1962,-7.0945473474842276,17492,Eunomia
-5,737.0020533880903,Male,,1963,-6.78424161373008,17492,Eunomia
0,775.8603696098563,Male,,1964,0,17492,Eunomia
0,808.2683093771388,Male,,1965,0,17492,Eunomia
0,842.2286105407255,Male,,1966,0,17492,Eunomia
0,871.6194387405886,Male,,1967,0,17492,Eunomia
0,911.5756331279945,Male,,1968,0,17492,Eunomia
-5,947.7180013689256,Male,,1969,-5.27583098851956,17492,Eunomia
-5,984.0109514031485,Male,,1970,-5.081244261428452,17492,Eunomia
-5,1017.41273100616,Male,,1971,-4.914426414789699,17492,Eunomia
-5,1056.6297056810404,Male,,1972,-4.7320267195945425,17492,Eunomia
-5,1092.6351813826147,Male,,1973,-4.576092812308154,17492,Eunomia
-5,1117.6344969199179,Male,,1974,-4.473734493503439,17492,Eunomia
-5,1143.1759069130733,Male,,1975,-4.373780071609048,17492,Eunomia
-5,1168.7173169062285,Male,,1976,-4.2781945023590104,17492,Eunomia
-5,1185.407255304586,Male,,1977,-4.217959673880407,17492,Eunomia
-5,1207.9616700889803,Male,,1978,-4.139204184874254,17492,Eunomia
-5,1220.7227926078028,Male,,1979,-4.095934007522389,17492,Eunomia
6,1245.305954825462,Male,,1980,4.8180930772477835,17492,Eunomia
-5,1248.5886379192334,Male,,1981,-4.004521463796495,17492,Eunomia
-5,1257.7823408624229,Male,,1982,-3.9752505958794533,17492,Eunomia
-5,1268.355920602327,Male,,1983,-3.9421111367742583,17492,Eunomia
-5,1276.435318275154,Male,,1984,-3.917158925652806,17492,Eunomia
7,1270.7323750855578,Male,,1985,5.508634341301561,17492,Eunomia
-5,1265.7494866529776,Male,,1986,-3.950228740144706,17492,Eunomia
-5,1264.7665982203969,Male,,1987,-3.953298582548988,17492,Eunomia
-5,1265.3086926762494,Male,,1988,-3.951604876296645,17492,Eunomia
-5,1258.8692676249145,Male,,1989,-3.9718183044005895,17492,Eunomia
6,1253.6673511293636,Male,,1990,4.785958567553755,17492,Eunomia
-5,1247.956194387406,Male,,1991,-4.006550888955192,17492,Eunomia
-5,1244.6954140999317,Male,,1992,-4.017047016772064,17492,Eunomia
-5,1238.3737166324436,Male,,1993,-4.037553391876475,17492,Eunomia
5,1230.7898699520877,Male,,1994,4.062431875714609,17492,Eunomia
12,1219.4332648870636,Male,,1995,9.840636913502081,17492,Eunomia
-5,1214.5462012320327,Male,,1996,-4.116763936133522,17492,Eunomia
-5,1203.4880219028062,Male,,1997,-4.15459058088058,17492,Eunomia
-5,1195.8028747433264,Male,,1998,-4.181291168975679,17492,Eunomia
7,1188.3641341546886,Male,,1999,5.890450408939063,17492,Eunomia
5,1185.8918548939082,Male,,2000,4.216236058428201,17492,Eunomia
8,1174.943189596167,Male,,2001,6.808839840800842,17492,Eunomia
7,1163.7809719370296,Male,,2002,6.014877514579917,17492,Eunomia
-5,1156.1779603011637,Male,,2003,-4.324593766428128,17492,Eunomia
7,1153.0266940451745,Male,,2004,6.070978266289598,17492,Eunomia
8,1139.8193018480492,Male,,2005,7.018656366872519,17492,Eunomia
5,1127.7070499657768,Male,,2006,4.433775598150014,17492,Eunomia
9,1113.4729637234773,Male,,2007,8.082818616362097,17492,Eunomia
-5,1109.9028062970567,Male,,2008,-4.504898961992343,17492,Eunomia
7,1099.890485968515,Male,,2009,6.364269978966233,17492,Eunomia
10,1089.5058179329226,Male,,2010,9.178473244844726,17492,Eunomia
-5,1076.473648186174,Male,,2011,-4.644795539978941,17492,Eunomia
9,1069.757700205339,Male,,2012,8.413120090906995,17492,Eunomia
7,1052.747433264887,Male,,2013,6.64926817089536,17492,Eunomia
-5,1044.0109514031485,Male,,2014,-4.789221792434275,17492,Eunomia
8,1033.5058179329228,Male,,2015,7.740643411181281,17492,Eunomia
-5,1025.4976043805611,Male,,2016,-4.875681794517878,17492,Eunomia
9,986.9103353867215,Male,,2017,9.11936948808358,17492,Eunomia
5,792.6379192334018,Male,,2018,6.3080504713119705,17492,Eunomia
-5,127.0444900752909,Male,,2019,-39.35629161907635,17492,Eunomia
5,129.76317590691306,Female,30-39,2016,38.53173263566546,17492,Eunomia
5,277.17180013689256,Female,40-49,2017,18.039353200904806,17492,Eunomia
-5,151.61943874058863,Female,30-39,2015,-32.977301865328016,17492,Eunomia
-5,299.92607802874744,Female,40-49,2015,-16.67077445503341,17492,Eunomia
-5,283.9096509240246,Male,40-49,2014,-17.611236475148992,17492,Eunomia
-5,226.55441478439425,Male,30-39,2011,-22.0697531087989,17492,Eunomia
5,311.66324435318273,Male,30-39,2007,16.042956911319017,17492,Eunomia
5,328.6926762491444,Female,30-39,2008,15.211777935113073,17492,Eunomia
-5,319.21149897330594,Male,30-39,2006,-15.66359613009469,17492,Eunomia
-5,269.37713894592747,Male,40-49,2002,-18.561337534302265,17492,Eunomia
-5,254.23682409308694,Male,40-49,2000,-19.66670256299806,17492,Eunomia
-5,193.18822724161532,Male,40-49,1992,-25.881494288710638,17492,Eunomia
-5,196.75290896646132,Female,40-49,1994,-25.41258488255594,17492,Eunomia
-5,330.92950034223134,Female,30-39,1995,-15.108958236812496,17492,Eunomia
-5,190.85010266940452,Male,40-49,1993,-26.198571182647616,17492,Eunomia
-5,318.39288158795347,Female,30-39,1992,-15.70386867653255,17492,Eunomia
-5,318.35728952772075,Female,30-39,1991,-15.70562435500516,17492,Eunomia
-5,295.0636550308008,Male,30-39,1990,-16.945496047210778,17492,Eunomia
5,258.0533880903491,Female,30-39,1987,19.37583550830734,17492,Eunomia
-5,108.12867898699521,Female,40-49,1985,-46.241201195118244,17492,Eunomia
-5,215.1895961670089,Male,30-39,1983,-23.23532405404718,17492,Eunomia
-5,49.78781656399726,Female,30-39,1947,-100.42617541930163,17492,Eunomia
-5,43.80835044490075,Female,30-39,1953,-114.13349165677145,17492,Eunomia
-5,154.26146475017111,Female,30-39,1980,-32.41250177481187,17492,Eunomia
-5,347.7864476386037,Male,30-39,1997,-14.37663840540349,17492,Eunomia
-5,26.86652977412731,Male,30-39,1963,-186.10516661571384,17492,Eunomia
-5,34.26420260095825,Male,30-39,1950,-145.92489013184178,17492,Eunomia
-5,43.20602327173169,Female,30-39,1945,-115.72460553830557,17492,Eunomia
-5,15.835728952772074,Male,40-49,2019,-315.74170124481327,17492,Eunomia
-5,135.16769336071184,Male,40-49,2018,-36.99108770508406,17492,Eunomia
-5,294.20944558521563,Male,40-49,2013,-16.99469570072585,17492,Eunomia
5,198.30527036276524,Male,30-39,2012,25.213651613259515,17492,Eunomia
-5,306.53524982888433,Male,40-49,2010,-16.311337775316623,17492,Eunomia
-5,268.38056125941137,Male,30-39,2009,-18.630261359231223,17492,Eunomia
-5,296.1095140314853,Male,40-49,2008,-16.885644543891118,17492,Eunomia
-5,295.10198494182066,Male,40-49,2006,-16.943295047594308,17492,Eunomia
-5,105.94934976043805,Female,40-49,1984,-47.19236136234431,17492,Eunomia
-5,79.59753593429159,Female,40-49,1981,-62.81601485914766,17492,Eunomia
-5,247.21149897330596,Female,40-49,1999,-20.22559638514187,17492,Eunomia
5,347.44969199178644,Male,30-39,1999,14.390572549761242,17492,Eunomia
-5,294.5297741273101,Male,30-39,1989,-16.97621238740623,17492,Eunomia
-5,35.006160164271044,Female,40-49,1963,-142.83200375410607,17492,Eunomia
-5,37.06228610540725,Male,40-49,1976,-134.9080298441309,17492,Eunomia
-5,42.70773442847365,Female,30-39,1956,-117.07481248798,17492,Eunomia
5,290.5106091718001,Female,30-39,2010,17.211075403594418,17492,Eunomia
-5,343.52908966461325,Male,30-39,2001,-14.55480816742911,17492,Eunomia
-5,235.85763175906914,Male,30-39,1985,-21.199229224465157,17492,Eunomia
-5,132.07118412046543,Male,30-39,1975,-37.85837185679637,17492,Eunomia
-5,29.27310061601643,Female,40-49,1974,-170.80527497194163,17492,Eunomia
-5,82.84188911704312,Female,30-39,1969,-60.35593892524291,17492,Eunomia
-5,21.921971252566735,Male,40-49,1973,-228.08167853128512,17492,Eunomia
5,248.91170431211498,Male,40-49,2017,20.087444316119452,17492,Eunomia
-5,111.85763175906914,Male,30-39,2016,-44.69967691403955,17492,Eunomia
-5,137.65092402464066,Male,30-39,2015,-36.32376633450683,17492,Eunomia
5,275.1403148528405,Male,40-49,2015,18.17254589780586,17492,Eunomia
-5,308.27652292950035,Female,40-49,2014,-16.219204603989414,17492,Eunomia
-5,289.71937029431894,Male,30-39,2008,-17.25807975807976,17492,Eunomia
-5,330.3709787816564,Female,30-39,2006,-15.134501276228992,17492,Eunomia
-5,328.27652292950035,Female,30-39,2007,-15.231061774934739,17492,Eunomia
-5,271.9397672826831,Female,40-49,2002,-18.386424501137668,17492,Eunomia
