cohort_id,time_id,covariate_id,sum_value,mean,sd,database_id
17492,1,1500211404,5,-0.0104,0,Eunomia
17493,10,1595799404,15,0.031,0.1742,Eunomia
17493,10,1361711404,28,0.058,0.2346,Eunomia
14909,2,933724404,7,0.015,0.12,Eunomia
17492,2,920293404,7,0.015,0.12,Eunomia
17493,10,1124957404,52,0.109,0.3111,Eunomia
14909,2,1125315404,25,0.052,0.2224,Eunomia
14909,10,738818404,205,0.428,0.4948,Eunomia
17492,3,1124300404,124,0.259,0.438,Eunomia
14909,10,1149380404,25,0.052,0.2224,Eunomia
17492,2,1118084404,355,0.741,0.438,Eunomia
14909,1,1738521404,9,0.019,0.1358,Eunomia
17492,1,1595799404,15,0.031,0.1742,Eunomia
17492,1,1539403404,7,0.015,0.12,Eunomia
17492,1,1149380404,12,0.025,0.1563,Eunomia
14909,1,1539403404,7,0.015,0.12,Eunomia
17492,1,1119510404,140,0.292,0.4548,Eunomia
17492,10,1549786404,42,0.088,0.2828,Eunomia
14909,5,1124300404,78,0.163,0.3692,Eunomia
17492,10,1124957404,52,0.109,0.3111,Eunomia
14909,1,1115008404,59,0.123,0.3286,Eunomia
17492,1,1112807404,156,0.326,0.4686,Eunomia
14909,10,1137529404,24,0.05,0.2182,Eunomia
17492,1,1778162404,6,0.013,0.1112,Eunomia
14909,10,1347450404,26,0.054,0.2266,Eunomia
17492,10,1343916404,18,0.038,0.1902,Eunomia
17493,10,1310149404,11,0.023,0.1498,Eunomia
14909,1,1503184404,95,0.198,0.3987,Eunomia
17492,1,1177480404,106,0.221,0.4151,Eunomia
14909,10,1112807404,160,0.334,0.4716,Eunomia
17492,1,19127890404,107,0.223,0.4165,Eunomia
14909,10,1759842404,307,0.641,0.4797,Eunomia
17492,10,1729720404,197,0.411,0.4921,Eunomia
17493,10,1149380404,25,0.052,0.2224,Eunomia
14909,1,920293404,74,0.154,0.3614,Eunomia
17492,10,1326303404,11,0.023,0.1498,Eunomia
17493,4,1124300404,46,0.096,0.2946,Eunomia
17492,10,1125315404,459,0.958,0.2,Eunomia
17493,2,1118084404,355,0.741,0.438,Eunomia
17493,10,1728416404,10,0.021,0.143,Eunomia
17493,10,1539403404,23,0.048,0.2138,Eunomia
17493,1,1778162404,6,0.013,0.1112,Eunomia
17493,1,1759842404,231,0.482,0.4997,Eunomia
17493,1,1102527404,39,0.081,0.2735,Eunomia
17493,10,1119510404,205,0.428,0.4948,Eunomia
17493,10,1713332404,320,0.668,0.4709,Eunomia
17493,10,1326303404,11,0.023,0.1498,Eunomia
14909,1,1778162404,6,0.013,0.1112,Eunomia
17492,10,723013404,5,-0.0104,0,Eunomia
17493,10,1125315404,459,0.958,0.2,Eunomia
14909,2,1759842404,10,0.021,0.143,Eunomia
17493,1,933724404,74,0.154,0.3614,Eunomia
14909,10,1589505404,7,0.015,0.12,Eunomia
17493,1,1177480404,106,0.221,0.4151,Eunomia
17492,10,975125404,12,0.025,0.1563,Eunomia
17492,5,933724404,7,0.015,0.12,Eunomia
17492,1,705944404,11,0.023,0.1498,Eunomia
17492,2,1125315404,25,0.052,0.2224,Eunomia
17492,5,1713332404,10,0.021,0.143,Eunomia
14909,1,1332418404,6,0.013,0.1112,Eunomia
17492,2,1729720404,6,0.013,0.1112,Eunomia
17493,9,1177480404,9,0.019,0.1358,Eunomia
14909,10,757627404,5,-0.0104,0,Eunomia
17492,9,1177480404,9,0.019,0.1358,Eunomia
14909,10,1322184404,37,0.077,0.267,Eunomia
17492,6,1118084404,113,0.236,0.4246,Eunomia
17493,10,1557272404,6,0.013,0.1112,Eunomia
14909,9,1115008404,6,0.013,0.1112,Eunomia
17492,4,1124300404,46,0.096,0.2946,Eunomia
17493,9,1759842404,6,0.013,0.1112,Eunomia
14909,5,1118084404,242,0.505,0.5,Eunomia
17492,10,1309944404,15,0.031,0.1742,Eunomia
17493,2,1713332404,10,0.021,0.143,Eunomia
14909,1,1515774404,39,0.081,0.2735,Eunomia
17492,1,1589505404,7,0.015,0.12,Eunomia
14909,10,1125315404,459,0.958,0.2,Eunomia
17492,10,1503184404,95,0.198,0.3987,Eunomia
17493,1,738818404,140,0.292,0.4548,Eunomia
14909,10,933724404,118,0.246,0.4309,Eunomia
17492,10,920293404,118,0.246,0.4309,Eunomia
17493,1,1768849404,9,0.019,0.1358,Eunomia
14909,1,705944404,11,0.023,0.1498,Eunomia
17492,10,1115008404,136,0.284,0.4509,Eunomia
17493,1,1343916404,13,0.027,0.1625,Eunomia
17492,10,1118084404,355,0.741,0.438,Eunomia
17493,2,1125315404,25,0.052,0.2224,Eunomia
17493,10,914335404,15,0.031,0.1742,Eunomia
17493,3,1124300404,124,0.259,0.438,Eunomia
17493,6,1118084404,113,0.236,0.4246,Eunomia
14909,10,723013404,5,-0.0104,0,Eunomia
17492,10,1557272404,6,0.013,0.1112,Eunomia
17493,10,1332418404,22,0.046,0.2093,Eunomia
17493,10,1322184404,37,0.077,0.267,Eunomia
17493,10,19127890404,107,0.223,0.4165,Eunomia
14909,1,1347450404,6,0.013,0.1112,Eunomia
17493,1,1521369404,100,0.209,0.4064,Eunomia
17492,1,1343916404,13,0.027,0.1625,Eunomia
17493,10,1503184404,95,0.198,0.3987,Eunomia
14909,5,1177480404,6,0.013,0.1112,Eunomia
17493,10,1118084404,355,0.741,0.438,Eunomia
17493,10,1115008404,136,0.284,0.4509,Eunomia
14909,5,1729720404,6,0.013,0.1112,Eunomia
17493,1,1112807404,156,0.326,0.4686,Eunomia
17492,10,1778162404,9,0.019,0.1358,Eunomia
14909,5,1713332404,10,0.021,0.143,Eunomia
17492,10,1500211404,5,-0.0104,0,Eunomia
17492,9,1115008404,6,0.013,0.1112,Eunomia
14909,1,738818404,140,0.292,0.4548,Eunomia
17492,10,1539403404,23,0.048,0.2138,Eunomia
14909,4,1124300404,46,0.096,0.2946,Eunomia
17492,10,1149380404,25,0.052,0.2224,Eunomia
14909,9,1125315404,26,0.054,0.2266,Eunomia
17492,10,1595799404,15,0.031,0.1742,Eunomia
14909,3,1118084404,355,0.741,0.438,Eunomia
17492,1,1549786404,42,0.088,0.2828,Eunomia
14909,10,1307863404,10,0.021,0.143,Eunomia
17492,10,1177480404,189,0.395,0.4888,Eunomia
17493,5,920293404,7,0.015,0.12,Eunomia
14909,1,1137529404,11,0.023,0.1498,Eunomia
17493,10,1778162404,9,0.019,0.1358,Eunomia
14909,10,1503184404,95,0.198,0.3987,Eunomia
17492,1,1125315404,421,0.879,0.3262,Eunomia
14909,10,1738521404,9,0.019,0.1358,Eunomia
17492,10,19127890404,107,0.223,0.4165,Eunomia
17493,1,1149380404,12,0.025,0.1563,Eunomia
14909,10,1539403404,23,0.048,0.2138,Eunomia
17492,10,1119510404,205,0.428,0.4948,Eunomia
17493,5,1729720404,6,0.013,0.1112,Eunomia
14909,10,1343916404,18,0.038,0.1902,Eunomia
17492,10,1112807404,160,0.334,0.4716,Eunomia
17492,1,1124957404,36,0.075,0.2636,Eunomia
17493,5,1124300404,78,0.163,0.3692,Eunomia
14909,10,1115008404,136,0.284,0.4509,Eunomia
17492,1,1729720404,159,0.332,0.4709,Eunomia
17493,9,1115008404,6,0.013,0.1112,Eunomia
14909,10,920293404,118,0.246,0.4309,Eunomia
17493,1,1728416404,9,0.019,0.1358,Eunomia
14909,1,1149380404,12,0.025,0.1563,Eunomia
17493,10,1102527404,60,0.125,0.331,Eunomia
14909,1,1759842404,231,0.482,0.4997,Eunomia
17493,1,1539403404,7,0.015,0.12,Eunomia
14909,1,1112807404,156,0.326,0.4686,Eunomia
17492,5,1177480404,6,0.013,0.1112,Eunomia
17493,10,1177480404,189,0.395,0.4888,Eunomia
17493,10,1759842404,307,0.641,0.4797,Eunomia
17493,10,933724404,118,0.246,0.4309,Eunomia
17493,1,1119510404,140,0.292,0.4548,Eunomia
17493,1,1713332404,239,0.499,0.5,Eunomia
17493,1,1125315404,421,0.879,0.3262,Eunomia
14909,1,1174888404,23,0.048,0.2138,Eunomia
17492,1,1728416404,9,0.019,0.1358,Eunomia
17492,1,1137529404,11,0.023,0.1498,Eunomia
14909,1,1361711404,9,0.019,0.1358,Eunomia
17492,9,1713332404,7,0.015,0.12,Eunomia
14909,5,920293404,7,0.015,0.12,Eunomia
17492,10,757627404,5,-0.0104,0,Eunomia
14909,1,1595799404,15,0.031,0.1742,Eunomia
17492,1,738818404,140,0.292,0.4548,Eunomia
17493,5,1177480404,6,0.013,0.1112,Eunomia
17492,2,1759842404,10,0.021,0.143,Eunomia
14909,3,1125315404,9,0.019,0.1358,Eunomia
14909,1,1500211404,5,-0.0104,0,Eunomia
17492,1,1332418404,6,0.013,0.1112,Eunomia
14909,10,1545958404,5,-0.0104,0,Eunomia
14909,10,1768849404,10,0.021,0.143,Eunomia
14909,1,1124957404,36,0.075,0.2636,Eunomia
14909,1,1124300404,124,0.259,0.438,Eunomia
17492,2,1124300404,124,0.259,0.438,Eunomia
17493,5,1759842404,10,0.021,0.143,Eunomia
14909,1,1521369404,100,0.209,0.4064,Eunomia
17492,3,1118084404,355,0.741,0.438,Eunomia
17493,5,933724404,7,0.015,0.12,Eunomia
14909,10,1177480404,189,0.395,0.4888,Eunomia
17492,10,1361711404,28,0.058,0.2346,Eunomia
17493,10,1347450404,26,0.054,0.2266,Eunomia
14909,1,1309944404,10,0.021,0.143,Eunomia
17493,6,1124300404,46,0.096,0.2946,Eunomia
17492,10,1102527404,60,0.125,0.331,Eunomia
17493,3,1118084404,355,0.741,0.438,Eunomia
14909,10,1713332404,320,0.668,0.4709,Eunomia
17492,10,1515774404,39,0.081,0.2735,Eunomia
17493,10,1729720404,197,0.411,0.4921,Eunomia
14909,10,914335404,15,0.031,0.1742,Eunomia
17492,10,1174888404,47,0.098,0.2975,Eunomia
17493,10,1124300404,124,0.259,0.438,Eunomia
14909,10,1729720404,197,0.411,0.4921,Eunomia
17492,10,1738521404,9,0.019,0.1358,Eunomia
17493,10,920293404,118,0.246,0.4309,Eunomia
14909,1,19127890404,107,0.223,0.4165,Eunomia
17492,1,1521369404,100,0.209,0.4064,Eunomia
17493,1,1174888404,23,0.048,0.2138,Eunomia
17493,2,1713332401,8,0.017,0.1282,Eunomia
14909,2,1759842401,8,0.017,0.1282,Eunomia
17492,10,723013401,5,-0.0104,0,Eunomia
17493,9,1177480401,8,0.017,0.1282,Eunomia
17492,10,975125401,12,0.025,0.1563,Eunomia
17493,10,1557272401,6,0.013,0.1112,Eunomia
17492,5,933724401,7,0.015,0.12,Eunomia
17493,9,1759842401,5,-0.0104,0,Eunomia
17492,1,705944401,6,0.013,0.1112,Eunomia
14909,1,1778162401,6,0.013,0.1112,Eunomia
17492,2,1125315401,25,0.052,0.2224,Eunomia
17492,5,1713332401,8,0.017,0.1282,Eunomia
17493,1,1768849401,9,0.019,0.1358,Eunomia
17492,2,1729720401,6,0.013,0.1112,Eunomia
17493,1,1343916401,13,0.027,0.1625,Eunomia
17492,9,1177480401,8,0.017,0.1282,Eunomia
17493,2,1125315401,25,0.052,0.2224,Eunomia
14909,1,1332418401,6,0.013,0.1112,Eunomia
17492,6,1118084401,113,0.236,0.4246,Eunomia
17493,10,914335401,15,0.031,0.1742,Eunomia
14909,10,1589505401,7,0.015,0.12,Eunomia
17492,4,1124300401,46,0.096,0.2946,Eunomia
17493,3,1124300401,124,0.259,0.438,Eunomia
14909,1,705944401,6,0.013,0.1112,Eunomia
17492,10,1309944401,15,0.031,0.1742,Eunomia
17493,6,1118084401,113,0.236,0.4246,Eunomia
17492,1,1589505401,7,0.015,0.12,Eunomia
14909,10,1322184401,37,0.077,0.267,Eunomia
17492,10,1503184401,92,0.192,0.3939,Eunomia
14909,10,757627401,5,-0.0104,0,Eunomia
17493,10,1332418401,22,0.046,0.2093,Eunomia
14909,9,1115008401,6,0.013,0.1112,Eunomia
17492,10,920293401,118,0.246,0.4309,Eunomia
17493,10,1322184401,37,0.077,0.267,Eunomia
14909,5,1118084401,242,0.505,0.5,Eunomia
17492,10,1115008401,136,0.284,0.4509,Eunomia
17493,10,19127890401,104,0.217,0.4123,Eunomia
14909,1,1515774401,38,0.079,0.2703,Eunomia
17492,10,1118084401,355,0.741,0.438,Eunomia
17493,1,1521369401,97,0.203,0.4019,Eunomia
14909,10,1125315401,458,0.956,0.2047,Eunomia
17493,10,1503184401,92,0.192,0.3939,Eunomia
14909,10,933724401,118,0.246,0.4309,Eunomia
17493,1,738818401,139,0.29,0.4538,Eunomia
17493,10,1118084401,355,0.741,0.438,Eunomia
17493,10,1115008401,136,0.284,0.4509,Eunomia
17493,1,1112807401,155,0.324,0.4678,Eunomia
17492,10,1778162401,9,0.019,0.1358,Eunomia
17493,10,1778162401,9,0.019,0.1358,Eunomia
14909,5,1729720401,6,0.013,0.1112,Eunomia
17492,1,1343916401,13,0.027,0.1625,Eunomia
17493,5,920293401,7,0.015,0.12,Eunomia
14909,1,1347450401,6,0.013,0.1112,Eunomia
17493,1,1149380401,11,0.023,0.1498,Eunomia
14909,5,1713332401,8,0.017,0.1282,Eunomia
17492,9,1115008401,6,0.013,0.1112,Eunomia
17493,5,1729720401,6,0.013,0.1112,Eunomia
17492,10,1500211401,5,-0.0104,0,Eunomia
14909,5,1177480401,6,0.013,0.1112,Eunomia
17492,10,1557272401,6,0.013,0.1112,Eunomia
17493,5,1124300401,78,0.163,0.3692,Eunomia
14909,10,723013401,5,-0.0104,0,Eunomia
17493,9,1115008401,6,0.013,0.1112,Eunomia
17492,10,1539403401,23,0.048,0.2138,Eunomia
17493,1,1728416401,9,0.019,0.1358,Eunomia
14909,4,1124300401,46,0.096,0.2946,Eunomia
17492,10,1149380401,24,0.05,0.2182,Eunomia
17493,10,1102527401,60,0.125,0.331,Eunomia
14909,9,1125315401,25,0.052,0.2224,Eunomia
17492,10,1595799401,15,0.031,0.1742,Eunomia
17493,1,1539403401,7,0.015,0.12,Eunomia
14909,3,1118084401,355,0.741,0.438,Eunomia
17492,1,1549786401,41,0.086,0.2798,Eunomia
17493,10,1177480401,189,0.395,0.4888,Eunomia
14909,10,1307863401,10,0.021,0.143,Eunomia
17492,10,1177480401,189,0.395,0.4888,Eunomia
17493,10,1759842401,307,0.641,0.4797,Eunomia
14909,1,1137529401,11,0.023,0.1498,Eunomia
17493,10,933724401,118,0.246,0.4309,Eunomia
14909,10,1503184401,92,0.192,0.3939,Eunomia
17492,1,1125315401,420,0.877,0.3286,Eunomia
14909,10,1738521401,9,0.019,0.1358,Eunomia
17492,10,19127890401,104,0.217,0.4123,Eunomia
17493,1,1119510401,139,0.29,0.4538,Eunomia
14909,10,1539403401,23,0.048,0.2138,Eunomia
17492,10,1119510401,204,0.426,0.4945,Eunomia
17493,1,1713332401,239,0.499,0.5,Eunomia
14909,10,1343916401,18,0.038,0.1902,Eunomia
17492,10,1112807401,159,0.332,0.4709,Eunomia
17493,1,1125315401,420,0.877,0.3286,Eunomia
17492,1,1124957401,36,0.075,0.2636,Eunomia
14909,10,1115008401,136,0.284,0.4509,Eunomia
17492,1,1729720401,159,0.332,0.4709,Eunomia
14909,10,920293401,118,0.246,0.4309,Eunomia
14909,1,1149380401,11,0.023,0.1498,Eunomia
14909,1,1759842401,231,0.482,0.4997,Eunomia
14909,1,1112807401,155,0.324,0.4678,Eunomia
14909,1,738818401,139,0.29,0.4538,Eunomia
17493,5,1177480401,6,0.013,0.1112,Eunomia
14909,5,920293401,7,0.015,0.12,Eunomia
17492,1,1728416401,9,0.019,0.1358,Eunomia
17493,5,1759842401,8,0.017,0.1282,Eunomia
17492,5,1177480401,6,0.013,0.1112,Eunomia
17493,5,933724401,7,0.015,0.12,Eunomia
17492,1,1137529401,11,0.023,0.1498,Eunomia
17493,10,1347450401,26,0.054,0.2266,Eunomia
17493,6,1124300401,46,0.096,0.2946,Eunomia
14909,1,1595799401,15,0.031,0.1742,Eunomia
17492,9,1713332401,6,0.013,0.1112,Eunomia
17493,3,1118084401,355,0.741,0.438,Eunomia
17493,10,1729720401,197,0.411,0.4921,Eunomia
14909,1,1361711401,9,0.019,0.1358,Eunomia
17492,2,1759842401,8,0.017,0.1282,Eunomia
17493,10,1124300401,124,0.259,0.438,Eunomia
17493,10,920293401,118,0.246,0.4309,Eunomia
14909,1,1174888401,23,0.048,0.2138,Eunomia
17492,10,757627401,5,-0.0104,0,Eunomia
17493,1,1174888401,23,0.048,0.2138,Eunomia
14909,3,1125315401,9,0.019,0.1358,Eunomia
17492,1,1332418401,6,0.013,0.1112,Eunomia
14909,1,1500211401,5,-0.0104,0,Eunomia
14909,10,1545958401,5,-0.0104,0,Eunomia
14909,10,1768849401,10,0.021,0.143,Eunomia
17492,2,1124300401,124,0.259,0.438,Eunomia
14909,1,1124957401,36,0.075,0.2636,Eunomia
17492,3,1118084401,355,0.741,0.438,Eunomia
14909,1,1124300401,124,0.259,0.438,Eunomia
17492,10,1361711401,28,0.058,0.2346,Eunomia
14909,1,1521369401,97,0.203,0.4019,Eunomia
17492,1,738818401,139,0.29,0.4538,Eunomia
14909,10,1177480401,189,0.395,0.4888,Eunomia
17493,3,1125315401,9,0.019,0.1358,Eunomia
14909,1,1309944401,10,0.021,0.143,Eunomia
17492,10,1102527401,60,0.125,0.331,Eunomia
17493,1,1500211401,5,-0.0104,0,Eunomia
17492,10,1515774401,38,0.079,0.2703,Eunomia
14909,10,1713332401,320,0.668,0.4709,Eunomia
17492,10,1174888401,47,0.098,0.2975,Eunomia
14909,10,914335401,15,0.031,0.1742,Eunomia
17492,10,1738521401,9,0.019,0.1358,Eunomia
14909,10,1729720401,197,0.411,0.4921,Eunomia
17492,1,1521369401,97,0.203,0.4019,Eunomia
17493,1,705944401,6,0.013,0.1112,Eunomia
14909,1,19127890401,104,0.217,0.4123,Eunomia
17493,1,1738521401,9,0.019,0.1358,Eunomia
17493,10,1589505401,7,0.015,0.12,Eunomia
17493,10,1309944401,15,0.031,0.1742,Eunomia
17492,10,1307863401,10,0.021,0.143,Eunomia
17493,10,1549786401,41,0.086,0.2798,Eunomia
17493,2,1729720401,6,0.013,0.1112,Eunomia
17492,1,1347450401,6,0.013,0.1112,Eunomia
17493,2,920293401,7,0.015,0.12,Eunomia
17493,10,1545958401,5,-0.0104,0,Eunomia
17492,1,914335401,10,0.021,0.143,Eunomia
17492,3,1125315401,9,0.019,0.1358,Eunomia
14909,10,1717327401,5,-0.0104,0,Eunomia
17493,4,1118084401,113,0.236,0.4246,Eunomia
17493,2,1124300401,124,0.259,0.438,Eunomia
17492,4,1118084401,113,0.236,0.4246,Eunomia
17493,1,1595799401,15,0.031,0.1742,Eunomia
14909,10,1728416401,10,0.021,0.143,Eunomia
17492,6,1124300401,46,0.096,0.2946,Eunomia
17493,1,1361711401,9,0.019,0.1358,Eunomia
14909,2,1713332401,8,0.017,0.1282,Eunomia
17493,10,1515774401,38,0.079,0.2703,Eunomia
14909,2,1729720401,6,0.013,0.1112,Eunomia
17492,10,1545958401,5,-0.0104,0,Eunomia
17493,10,975125401,12,0.025,0.1563,Eunomia
17492,10,1322184401,37,0.077,0.267,Eunomia
17493,1,1124957401,36,0.075,0.2636,Eunomia
14909,1,975125401,11,0.023,0.1498,Eunomia
17492,1,1768849401,9,0.019,0.1358,Eunomia
14909,2,1177480401,7,0.015,0.12,Eunomia
17492,1,933724401,74,0.154,0.3614,Eunomia
17493,1,1137529401,11,0.023,0.1498,Eunomia
17492,10,1124300401,124,0.259,0.438,Eunomia
14909,10,1102527401,60,0.125,0.331,Eunomia
17492,10,1759842401,307,0.641,0.4797,Eunomia
17492,1,1713332401,239,0.499,0.5,Eunomia
14909,1,1549786401,41,0.086,0.2798,Eunomia
14909,10,1119510401,204,0.426,0.4945,Eunomia
14909,1,1118084401,355,0.741,0.438,Eunomia
17493,1,1347450401,6,0.013,0.1112,Eunomia
17492,9,1759842401,5,-0.0104,0,Eunomia
17492,10,1717327401,5,-0.0104,0,Eunomia
17492,2,933724401,7,0.015,0.12,Eunomia
17493,5,1125315401,23,0.048,0.2138,Eunomia
17492,1,1361711401,9,0.019,0.1358,Eunomia
17493,5,1713332401,8,0.017,0.1282,Eunomia
17492,10,1310149401,11,0.023,0.1498,Eunomia
17492,1,1738521401,9,0.019,0.1358,Eunomia
17492,5,1729720401,6,0.013,0.1112,Eunomia
17492,2,1713332401,8,0.017,0.1282,Eunomia
17493,1,1124300401,124,0.259,0.438,Eunomia
14909,5,1759842401,8,0.017,0.1282,Eunomia
17492,5,1125315401,23,0.048,0.2138,Eunomia
17493,10,757627401,5,-0.0104,0,Eunomia
14909,10,1595799401,15,0.031,0.1742,Eunomia
17492,10,1332418401,22,0.046,0.2093,Eunomia
17493,10,1174888401,47,0.098,0.2975,Eunomia
14909,10,1500211401,5,-0.0104,0,Eunomia
17492,10,1728416401,10,0.021,0.143,Eunomia
17493,1,920293401,74,0.154,0.3614,Eunomia
14909,2,1118084401,355,0.741,0.438,Eunomia
17492,10,1137529401,24,0.05,0.2182,Eunomia
17493,1,1729720401,159,0.332,0.4709,Eunomia
14909,6,1124300401,46,0.096,0.2946,Eunomia
17492,1,1515774401,38,0.079,0.2703,Eunomia
14909,10,1361711401,28,0.058,0.2346,Eunomia
17492,1,1102527401,39,0.081,0.2735,Eunomia
14909,10,1124957401,52,0.109,0.3111,Eunomia
14909,10,19127890401,104,0.217,0.4123,Eunomia
17492,10,1521369401,97,0.203,0.4019,Eunomia
14909,1,914335401,10,0.021,0.143,Eunomia
17492,10,738818401,204,0.426,0.4945,Eunomia
14909,1,1768849401,9,0.019,0.1358,Eunomia
17492,1,1174888401,23,0.048,0.2138,Eunomia
14909,1,1729720401,159,0.332,0.4709,Eunomia
17493,2,1177480401,7,0.015,0.12,Eunomia
14909,1,1713332401,239,0.499,0.5,Eunomia
17493,1,914335401,10,0.021,0.143,Eunomia
14909,1,1177480401,105,0.219,0.4137,Eunomia
17493,10,1717327401,5,-0.0104,0,Eunomia
14909,10,1521369401,97,0.203,0.4019,Eunomia
14909,10,1309944401,15,0.031,0.1742,Eunomia
17493,2,1759842401,8,0.017,0.1282,Eunomia
14909,10,1124300401,124,0.259,0.438,Eunomia
17493,10,1768849401,10,0.021,0.143,Eunomia
14909,10,1174888401,47,0.098,0.2975,Eunomia
14909,10,1326303401,11,0.023,0.1498,Eunomia
17493,9,1713332401,6,0.013,0.1112,Eunomia
17493,1,1322184401,6,0.013,0.1112,Eunomia
17493,2,933724401,7,0.015,0.12,Eunomia
17493,9,1125315401,25,0.052,0.2224,Eunomia
17492,9,1729720401,5,-0.0104,0,Eunomia
17493,10,1343916401,18,0.038,0.1902,Eunomia
17493,1,1332418401,6,0.013,0.1112,Eunomia
17493,1,19127890401,104,0.217,0.4123,Eunomia
14909,1,1589505401,7,0.015,0.12,Eunomia
17493,10,1521369401,97,0.203,0.4019,Eunomia
17492,10,1589505401,7,0.015,0.12,Eunomia
17493,1,1115008401,59,0.123,0.3286,Eunomia
14909,1,1322184401,6,0.013,0.1112,Eunomia
17493,10,1112807401,159,0.332,0.4709,Eunomia
17493,10,738818401,204,0.426,0.4945,Eunomia
17492,2,1177480401,7,0.015,0.12,Eunomia
17493,1,1503184401,92,0.192,0.3939,Eunomia
17492,1,975125401,11,0.023,0.1498,Eunomia
17493,1,1118084401,355,0.741,0.438,Eunomia
14909,9,1759842401,5,-0.0104,0,Eunomia
14909,10,1778162401,9,0.019,0.1358,Eunomia
17492,10,705944401,6,0.013,0.1112,Eunomia
17492,5,1759842401,8,0.017,0.1282,Eunomia
14909,10,1332418401,22,0.046,0.2093,Eunomia
17492,9,1125315401,25,0.052,0.2224,Eunomia
14909,10,705944401,6,0.013,0.1112,Eunomia
17492,1,1309944401,10,0.021,0.143,Eunomia
14909,4,1118084401,113,0.236,0.4246,Eunomia
17492,5,1124300401,78,0.163,0.3692,Eunomia
14909,3,1124300401,124,0.259,0.438,Eunomia
17492,1,1115008401,59,0.123,0.3286,Eunomia
14909,2,920293401,7,0.015,0.12,Eunomia
17492,1,920293401,74,0.154,0.3614,Eunomia
14909,10,1515774401,38,0.079,0.2703,Eunomia
17492,1,1503184401,92,0.192,0.3939,Eunomia
14909,1,933724401,74,0.154,0.3614,Eunomia
17492,1,1118084401,355,0.741,0.438,Eunomia
14909,1,1125315401,420,0.877,0.3286,Eunomia
17493,9,1729720401,5,-0.0104,0,Eunomia
17493,10,1738521401,9,0.019,0.1358,Eunomia
17493,1,1309944401,10,0.021,0.143,Eunomia
17493,1,975125401,11,0.023,0.1498,Eunomia
14909,9,1177480401,8,0.017,0.1282,Eunomia
14909,9,1729720401,5,-0.0104,0,Eunomia
17492,5,920293401,7,0.015,0.12,Eunomia
17493,10,705944401,6,0.013,0.1112,Eunomia
17492,10,1768849401,10,0.021,0.143,Eunomia
17492,1,1322184401,6,0.013,0.1112,Eunomia
17493,10,723013401,5,-0.0104,0,Eunomia
14909,1,1728416401,9,0.019,0.1358,Eunomia
14909,10,975125401,12,0.025,0.1563,Eunomia
17493,1,1589505401,7,0.015,0.12,Eunomia
14909,10,1549786401,41,0.086,0.2798,Eunomia
17493,10,1500211401,5,-0.0104,0,Eunomia
14909,9,1713332401,6,0.013,0.1112,Eunomia
17492,5,1118084401,242,0.505,0.5,Eunomia
17493,1,1515774401,38,0.079,0.2703,Eunomia
14909,5,1125315401,23,0.048,0.2138,Eunomia
17492,10,1347450401,26,0.054,0.2266,Eunomia
17493,10,1307863401,10,0.021,0.143,Eunomia
14909,6,1118084401,113,0.236,0.4246,Eunomia
17492,10,914335401,15,0.031,0.1742,Eunomia
17493,5,1118084401,242,0.505,0.5,Eunomia
14909,5,933724401,7,0.015,0.12,Eunomia
17492,1,1124300401,124,0.259,0.438,Eunomia
17493,10,1137529401,24,0.05,0.2182,Eunomia
14909,2,1124300401,124,0.259,0.438,Eunomia
17492,10,1713332401,320,0.668,0.4709,Eunomia
17493,1,1549786401,41,0.086,0.2798,Eunomia
14909,10,1557272401,6,0.013,0.1112,Eunomia
17492,10,933724401,118,0.246,0.4309,Eunomia
17493,10,1595799401,15,0.031,0.1742,Eunomia
17493,10,1361711401,28,0.058,0.2346,Eunomia
14909,1,1102527401,39,0.081,0.2735,Eunomia
17492,1,1759842401,231,0.482,0.4997,Eunomia
14909,10,1118084401,355,0.741,0.438,Eunomia
17493,10,1124957401,52,0.109,0.3111,Eunomia
14909,10,1310149401,11,0.023,0.1498,Eunomia
14909,1,1119510401,139,0.29,0.4538,Eunomia
17492,2,920293401,7,0.015,0.12,Eunomia
14909,2,933724401,7,0.015,0.12,Eunomia
17492,1,1500211401,5,-0.0104,0,Eunomia
14909,1,1343916401,13,0.027,0.1625,Eunomia
17492,3,1124300401,124,0.259,0.438,Eunomia
14909,2,1125315401,25,0.052,0.2224,Eunomia
17492,2,1118084401,355,0.741,0.438,Eunomia
17493,10,1310149401,11,0.023,0.1498,Eunomia
17492,1,1595799401,15,0.031,0.1742,Eunomia
17493,10,1149380401,24,0.05,0.2182,Eunomia
14909,10,1149380401,24,0.05,0.2182,Eunomia
17492,1,1539403401,7,0.015,0.12,Eunomia
14909,1,1738521401,9,0.019,0.1358,Eunomia
17492,1,1149380401,11,0.023,0.1498,Eunomia
17492,1,1119510401,139,0.29,0.4538,Eunomia
17493,4,1124300401,46,0.096,0.2946,Eunomia
17492,10,1549786401,41,0.086,0.2798,Eunomia
17493,2,1118084401,355,0.741,0.438,Eunomia
14909,1,1539403401,7,0.015,0.12,Eunomia
17492,10,1124957401,52,0.109,0.3111,Eunomia
17493,10,1728416401,10,0.021,0.143,Eunomia
14909,5,1124300401,78,0.163,0.3692,Eunomia
17492,1,1112807401,155,0.324,0.4678,Eunomia
17493,10,1539403401,23,0.048,0.2138,Eunomia
14909,1,1115008401,59,0.123,0.3286,Eunomia
